Compound	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C00152_Asn	0	0	38.66337221	101.4167413	0	450.99474	127.7580139	230.4830816	321.9423058000001	259.0135058	237.0432016	1151.08667	233.3180246	89.73522072	0	607.2856208	2067.0868920000007	334	0	78.42765711	491	568.9529734	198.2013569	212	0	320.6444983	47	337.0850569	761.0915087999997	414.7353682	202.9492794	0	65.22002426	208.97673490000005	460	310.8672256	0	276.24994669999995	182.3441834	248.8449758	260.6237458	186.4224251	0	0	324	0	329.8700242	0	669.7729966	273.1598305	0	0	455.8857321	896.7371322	525.4484415000002	360.0468834	158.3505024	699.8052167000003	326.73664239999994	0	508.78166039999985	246.4931741	295.4077312	384.0839974	0	428.3478244	309.6724844	0	0	227.3622409	0	0	216.69129390000003	0	238	409.833278	172	0	590.0963319	0	66	60	56.93517201	190.0307596	0	0	131.4114247	0	0	0	21.76359467	0	580.4131879	146.8807535	534.3744987	111.0890364
C00153_Nicotinamide	111.4119651	13.5955662	137.12573730000005	70.70100481	0	89.73943128	25.09079804	58.14982497	77.03361956	52.57542385	69.14727824	22.39668124	33.91670186	26.12920507	0	108.9613494	0	0	69.03513033	10.16203356	0	46.65363463	22.94260529	53	0	66.13519293	0	52.26161424	31.94453183	68.50991621	46.77885518	0	44.32185791	52.39239628	0	39.80940379999999	0	16.75514312	179.04452419999996	11.88618976	26.55729426	15.73474891	0	0	138	0	32.46978423	33	120.74738	46.17800223	0	0	90.34017929	204.1287596	75.91113222	51.10345909	76.13580188	78.95584103	39.63337658	0	25.36365227	40.07649679	0	56.63232159	0	122.0221794	28.13133871	0	0	109.666282	0	0	75.95524353	0	26	34.41767106	49	0	12.83297533	22.5569348	0	30	235.5866796	32.89585899	60	0	27.04566121	37.28898508	0	0	126.1767079	91	105.6437946	53.1199872	63.52493605	22.85495171
C00155_Homocysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00156_p-Hydroxybenzoate	0	0	0	0	0	0	162.0430925	0	0	0	0	120.7545415	0	0	571	0	0	0	886.9344894999997	0	0	0	0	0	0	0	0	0	0	0	224.4886849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.7829705	0	0	0	2810.498379	0	0	0	97.4113995	0	0	0	0	0	0	0	0	0	0	0	146.25579430000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392.5853078	0
C00158_Citrate	105.0514619	116.518474	25.79721521	25.88870232	0	18.58426181	2964.817524	0	18.55648658	0	12.45405958	313.7688065	0	49.00315005	1637	36.18891269	0	671	83.26492036	12.15754278	189	140.3786977	115056.2822	293	254	229.0669854	138	31.68597741	108828.374	113.0361986	5583.913079	0	0	964.5403795	0	58340.6817	0	3956.938688	1942.524224	138996.7273	231.4100559	0	0	35674	193	0	17992.0583	0	33.61493986	120.5091765	113	0	36344.10895	0	61.09325898	12054.02202	20.010794	29.95512247	46.69032859	414374	84119.62831	25.16705157	480.9125025	25311.90751	314	185.4223514	113.8321843	0	73	17.95159023	634438.9165	49	0	0	378	0	0	183	1596.431424	11133.13494	401	29161	123.5877578	118.6355202	41350	68	24.31713334	82.87938595	188	795	30.62240665	72	25307.18109	0	35.09217987	199.1333235
C00160_Glycolate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541.6935036	0	0	0	0	0	0	0	0	0	0	0	572.4153239	0	0	0	0	0	0	0	0	0	0	0	0	716.4066859000003	0	0	0	0	0	0	0	0	0	0	0	0	0
C00163_Propionate	108978.1942	43805.96389	50291.83798	55425.07479	7797	58155.01695	15315.196580000002	107050.2388	68260.98492999999	37926.25708	22334.88699	15850.86318	13921.88116	41699.51048	25922	30780.56269	24772.32491	54826	36881.19714	24110.15342	74232	28927.03221	42644.46978	41715	102308	0	19260	26347.87525	10541.96812	44753.025	18827.8062	42634	0	53894.56316000001	9980	0	19761	18893.57295	20987.61606	38432.9139	34935.44938	31554.535030000017	32498	85782	184485	38472	0	47643	43331.74375	109291.8132	37295	17752	37176.39202	21266.92848	34617.61781	26726.93731	11898.63763	51309.17612	0	73954	94227.62253	50370.48124	47112.4998	112336.1095	86737	36004.077730000005	75387.61177	21202	39734	189280.5252	200801.3098	13157	18047.8771	31136	58425	24201.39829	44760	30496	2758.080596	34406.90861000001	29380	85827	99403.34603	56304.31979	62918	21532	31161.42494	80001.76446	55644	55566	102567.7595	96957	74682.35728	14902.07447	0	48608.95006
C00166_Phenylpyruvate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.9423332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00167_UDP-glucuronate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.78420541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.55068285	0	0	0	0	40.90063191	0	0	0	0	0	0	0	0
C00169_Carbamoylphosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00170_5-Methylthioadenosine	14.86116373	4.743486784	10.76173853	14.55148374	0	18.29946124	10.48155931	14.34097839	11.70633584	7.222172154	13.71817856	11.15593311	17.12178702	8.400958163	0	14.98516235	3.250041884	0	9.696281775	1.39140776	0	16.21888661	0	11	0	34.09493638	2.7	7.758629301	17.82588973	13.48526967	11.72815981	0	31.45663779	9.268313936	11	13.51288778	0	5.5651301470000005	22.98613122	4.663640919	7.420160741	3.116910826	0	0	20	0	15.13001548	0	21.59442616	8.24411232	0	0	25.27756432	33.06510456	7.860208272	8.681946446	8.180641753	21.35878007	18.48056629	0	8.567705972	11.36661286	49.41789275	11.30871021	0	15.28969458	8.1482939	0	0	17.38664607	12.25363262	0	12.67354167	0	0	6.261177091	9.8	0	2.080982983	6.48008271	0	9.6	12.47247908	6.892715524	12	0	6.480180736	17.58397856	0	0	16.74687304	22	11.93330353	10.51404954	17.25860878	6.168190535
C00178_Thymine	372.3835035	431.5370248	134.7657562	1340.97102	618	0	101.2312575	498.8965029	134.303177	380.4709042	0	2553.3365280000007	0	114.0232446	1334	0	96.8523851	4122	294.6410061	213.6923255	3007	0	322.9838247	0	1904	556.6446806	0	243.4885379	334.6403418	273.0010444	588.2992181	1149	169.21955630000005	121.4026107	2810	673.0714837999999	583	173.5300564	380.0320203	303.6092513000001	584.8661361000002	226.836412	1497	1179	0	2241	256.0151436	285	0	142.2054385	628	0	378.8461339	459.87421060000014	339.1782918	600.0957397999998	430.51396330000006	484.7979355000001	491.3646482	2096	0	234.4148269	225.6078168	497.6569432	542	0	205.2540729	724	1997	83.40930356	268.01189480000005	1118	139.90205859999998	1463	713	143.9833998	0	1066	1171.85105	172.83250800000005	1384	1976	316.8881653	132.5515164	0	1518	1174.42635	847.7867872000003	1755	1894	190.07425780000003	0	235.634936	133.382662	332.74154710000005	60.18917658
C00179_Agmatine	17.77933133	43.41431238	16.82326612	0	0	51.67350655	27.54015206	51.42515613	20.25645404	41.93198595	9.13424037	13.1004144	44.29772032	14.44482208	26	8.175589468	6.421940216	0	16.85195205	0	3.5	74.57878455	15.74448223	5.6	0	28.07702495	5.1	9.949256195	40.64669993	50.51595658	56.50314271	1.9	25.49107778	32.15845218	29	20.7341494	3.7	0	46.15224721	81.79835329999997	29.86098799	28.73354902	0	0	52	2.6	37.92902889	2.2	44.70231449	86.72597203	4.5	0	49.59759424	40.04548969	31.35369996	28.28234188	3.610184336	46.10024308	58.7807389	0	61.31778617	7.946052827999999	61.92761379999999	47.5106491	4.3	12.58328802	34.22103970000001	0	2	38.30034981	37.75630806	0	47.43742173	2.5	5.6	26.82354637	6.8	2.5	248.6085143	9.04977174	2.8	17	13.68365606	24.38019081	5.7	4.1	10.31010676	20.65484812	0	11	58.28991754	21	37.49163076	3.2776696860000003	90.5761256	19.97509733
C00180_Benzoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00183_Val	13733.21121	11459.78777	3475.210418	1031.167256	13392	797.05318	714.4022068	2853.850497	982.4082792000004	2006.555692	418.1286476	610.0314842	2465.48136	695.3861537	27946	530.9053722	5978.240539	12041	4486.214509	596.001432	12084	476.3574847	11261.97893	642	26251	9045.062986	3533	1108.685416	5838.050646	966.9599007000004	873.3129607000003	11247	728.4154497000003	380.2914286	5803	2342.308618	8890	714.1575022999997	16500.27319	16155.64296	456.9205971	5116.0577509999985	9652	11514	6234	11102	586.4948459	5606	581.8644494	10104.34479	18040	2618	1398.699011	1918.152114	601.9948537	5030.687322	334.9352376	867.0836449999997	1408.972117	17540	2971.566146	325.1695554	2119.583318	598.9591052000002	34361	829.2540585	926.6043654	6298	20029	2676.667254	15395.62692	12343	610.549703	14419	3847	458.02508560000007	554	32492	10200.0276	845.5086986	7670	20227	25064.98286	757.8643603999999	759	6260	666.5676694	14162.28993	4654	22827	12257.44608	708	3909.544688	506.5331645	1629.522539	445.0791406
C00186_Lactate	3619.688092	25187.56072	1423.58289	1522.013096	287769	475.5169469	1827.07976	2928.080215	0	1516.40659	777.0808086000003	857.3759489	4538.988928	964.2469349	129209	522.7781831	5449.250948	1444	5222.417781	610.1461444	64543	2649.219169	1729.700465	0	1142	1486.892692	2667	519.5756649	1839.650843	2627.869831	2437.794655	25448	1004.132066	528.8948048000002	1762	2039.106101	40224	494.4329334	23918.22	6932.944343000001	520.6932994	3664.835277	15370	1537	0	23466	1263.704776	396	431.72233830000016	732.1213895	27184	234	4051.177569	3421.957503	736.1201198	147605.1235	1321.836046	0	1819.905342	8771	2778.506986	914.8141278	5707.804299	1258.462092	56478	1770.985025	1943.518728	964	62745	0	16383.061280000002	32388	2984.458621	14375	2892	2029.366688	357	22710	130996.7522	1574.7018449999994	34930	81806	0	1337.723559	427	3014	1657.471573	1985.685798	801	29122	1021.357834	445	953.798006	531.9050087	1540.085544	2637.751323
C00188_Thr	833.2344792	1628.217783	572.979333	568.4652352	9793	887.3355242	621.3583996	596.2146027000001	716.0700977000001	709.9786771	305.3382076000001	1124.603114	4591.187220000002	371.8623295	1826	431.6906181	4726.566828	592	252.6417094	385.0121678	8922	1007.047541	507.1988414	534	6107	1164.5771539999996	522	427.8501924	6318.276314	656.0976486000002	767.7502015	1718	488.0503057	311.2620204	4683	819.9284708	999	424.4186244	590.668088	742.8936175	449.8351277	472.13922919999993	189	401	1574	2594	546.8108427	266	939.9580118	907.8273013	2849	150	917.4479206	1363.051909	540.3497083999998	2688.043234	303.711138	1032.200666	927.6404026	8682	704.7255334	239.3479911	1569.754101	962.7575811	31679	451.0251608	786.901838	173	8712	1188.470025	646.9880572000002	985	493.2516638	4500	783	289.09373910000005	316	402	7018.31742	578.2202547	7645	7733	1127.474332	736.9735896000003	489	1433	689.5700304	1748.789666	104	11766	1079.166747	362	1097.7264710000004	245.4700214	796.0437971	266.9216583
C00191_Glucuronate	954.1158505	0	194.5305616	0	1841	0	109.5441254	0	0	351.2223279	0	0	197.7730717	0	529	0	7282.44035	0	0	0	0	0	252.0879203	0	0	0	0	0	166.7875069	0	465.5847696000002	0	0	149.0590681	872	0	0	0	5702.219156	937.845191	0	2003.442488	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	439.5942115	0	0	0	0	342.3707293	286.3728246	0	0	190.16355479999999	869.4598480000003	0	0	0	3979	0	0	0	1479.9661130000006	0	596	9792	319.7966608	0	0	0	0	204.63530380000003	0	989	55.22296755	0	0	0	0	0
C00197_3PG	0	0	0	0	0	0	0	0	0	168.717512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	108.2265212	0	0	0	0	0	0	0	0	0	380.0439717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.2691347	0	0	0	156.8504124	0	0	0	138.3664249	0	0	0	0	0	0	0	0	34.32967644	0	259	0	137.6449774	0	0	0	0	0	0	0	0	0	0	0	0
C00199_Ru5P	0	55.1551461	0	0	0	0	0	0	0	0	0	0	0	72.35412333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.6020726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.1398954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.39740994	0	0	0	0	0	0	0	0	0	0	0	0	0
C00206_dADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00212_Adenosine	122.1975909	34.67032184	86.81719908	188.3956153	0	64.50942739999999	51.75461919	19.73468612	29.27810863	42.79238533	16.84487708	94.86073498	17.41624106	45.37507164	11	35.002406	3.777404889	42	20.39165549	0	110	61.50019173	27.88263515	24	4.6	101.0788743	14	31.49122841	123.524961	104.5270776	60.10917991	19	20.95614697	52.21351431	29	39.19763713	9.1	15.56588948	61.29022167	80.71858378	46.1970943	22.89735150000001	14	9.1	55	8	46.10329687	47	31.85524502	19.176210600000005	5.2	4.2	76.00195243	39.1132196	65.98428693	54.44158953	22.47156083	24.26122369	69.45204451	9.6	155.389685	10.51415374	159.3178126	153.19583669999997	9.2	75.16389418	10.1194728	0	16	63.03861952	360.39422	9.8	36.27241871	6.2	13	20.12358581	11	9.1	20.62866427	70.30814446	36	42	310.95063789999995	17.13837804	39	2.9	23.80194137	23.22681491	11	7.9	50.54589931	38	278.44032630000004	13.2504008	52.79837117	11.46836451
C00213_Sarcosine	4262.624629	64.49894869	300.86073230000005	1209.831044	692	66.48524951	231.2805576	549.8478267999999	92.18518312	159.70955669999995	61.87130852	988.9288366	354.7387271	42.86044375	322	110.222674	54.768919	410	231.2791136	20.28875042	644	48.23858611	86.04802687	124	1081	144.35023230000004	321	42.76793301	327.7030964	134.16379270000002	179.2379886	161	46.88992534	98.40197277	155	145.95416369999995	0	45.92152838	853.4525294	114.13632549999998	39.55384182	51.04661024	76	91	248	54	121.6724841	225	102.1451594	260.79194440000003	304	34	291.2384838	348.6689476	123.3361117	1608.361	40.87656825	51.01592055	103.8693662	477	196.3103591	41.15486245	181.0442082	211.39571400000003	694	212.6265443	628.7682606000002	0	0	244.7407779	395.5256681	125	189.3905668	176	300	37.79161776	70	263	67.8899557	68.7670835	510	317	792.7156657	114.82969409999998	261	103	528.3908841	997.3576172	144	569	285.1368858	51	711.1429851	30.35336735	154.85094130000004	104.95738190000002
C00214_Thymidine	0	174.05947859999995	0	245.4739681	129	379.3726881	299.2931423	629.4887155	227.7339635	0	222.3615204	284.5980106	0	335.7201635	0	0	0	0	0	412.7863813	452	0	259.765976	286	315	0	136	519.0056446000001	236.7515434	0	0	375	0	317.373399	735	178.9160434	325	294.2171504	0	103.6072845	221.2946184	0	478	840	371	392	404.074891	214	284.7370913000001	222.5719047	264	519	310.9769205	0	477.5569426	0	315.1260789	98.8137484	0	0	196.1793083	0	0	0	205	144.7061495	0	623	898	184.3291369	211.0242782	450	173.5693696	531	145	570.6152472	385	142	233.8197701	74.39335551	386	227	195.1365161	0	323	93	378.3857772	304.1033248	502	378	247.7777348	488	385.1265941	257.47313219999995	0	0
C00224_Adenosine 5'-phosphosulfate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00233_4-Methyl-2-oxopentanoate	0	0	0	108.8587003	1752	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	549	0	98.96603107	0	5883	0	0	0	0	0	0	0	0	0	0	0	0	0	99.80153753	0	0	0	0	0	0	1126	0	1591	0	0	0	0	0	27.61180887	0	0	0	0	0	5063	0	0	0	0	1145	0	0	0	1280	0	0	0	0	0	0	0	0	0	0	0	292	642	0	0	0	913	0	0	0	1239	0	0	0	0	0	0
C00239_dCMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00242_Guanine	0	0	0	0	24	26.70281452	23.1949842	18.31406745	5.890962032000001	12.29061387	23.81044002	84.17533199	0	48.77086018	0	6.7258091910000015	0	0	0	6.1649320770000005	155	22.43874881	0	0	127	7.65000745	0	5.414115213	44.62167148	20.38477282	0	0	0	0	97	97.10056543	0	27.3656816	33.87269247	50.41468252	25.72514148	72.99347436	0	31	0	49	7.871175207	0	44.77118172	0	0	0	25.18789415	18.13061997	57.42414839999999	171.4242408	14.16455946	0	120.3065412	67	0	13.49309276	102.8489702	0	0	17.32858178	0	0	105	4.874286508	25.46720743	0	0	161	0	0	0	0	30.84311945	0	51	75	0	6.0108096510000015	0	0	26.54772035	12.90294291	51	0	10.49688398	0	11.9384742	71.91882898	17.13777783	20.15683743
C00245_Taurine	3310.691822	3550.199332	858.3325613	297.6297289	307	1798.3467920000005	2316.3077550000007	7968.20647	780.2163949	2657.855589	0	2346.837825	4360.1908509999985	76.99269444	5603	0	123.1421388	0	1248.1473939999996	3168.054008	1467	123.5732469	11976.184	0	3605	811.9752888999999	1183	460.40416039999985	4723.26034	7389.851712999999	1486.984958	0	258.2550153	8618.626708	4491	3546.904537	0	0	1597.154314	3352.133964	96.30840671	5257.445509	0	0	757	282	5129.805132	855	560.2708863	1608.45182	431	0	1739.657562	406.2935779	0	2302.020346	0	185.0526017	10358.24998	0	1121.1254310000004	0	3477.815632	0	3237	691.8346515	5570.000862	0	0	1660.086975	1769.9691260000006	552	5045.017201	440	411	174.4659082	0	11416	2946.746494	172.8729761	2993	1172	1464.411782	1401.540547	288	784	3216.211827	5444.488601	0	3312	770.4897419	215	7618.158208	0	0	1336.361916
C00246_Butyrate	64336.76391	20421.42165	40588.97252	26166.34752	5723	56189.52913	28161.138260000003	66295.11542999999	39758.32823	35396.99377	29144.40664	20126.74276	23596.04733	41205.41187	10311	30258.615530000017	3932.634439	32343	77230.40531	22994.55212	26777	38567.48386	12920.77272	25583	27103	112884.3457	14758	24742.45119	15244.77618	43662.52251	41961.76365	30996	43648.42738	40472.31061	5252	53213.43394	13344	27965.14139	16331.40755	22152.14456	35613.29056	23199.28788	26712	40498	77103	20162	22177.06402	45042	79476.75959	88917.60721	19788	16689	51874.20955	17262.59173	56882.11246	68304.71678999999	17692.63845	54034.38776000001	52981.91354	61126	101716.6441	54432.99713	55088.16616	78443.3173	35836	41376.17068	41035.30771	17307	25218	99935.35167	57497.74995	11902	33048.85331000001	25467	47977	34755.33044	37828	16399	5227.300316	26951.08702	17763	60042	70773.9592	37250.18774	37987	13344	68387.76197	41934.22906000001	31553	37437	87305.24859	84498	20306.16328	22065.68862	119425.6569	99920.26287
C00250_Pyridoxal	0	0	15.46034806	15.59241032	0	0	13.73268799	0	20.79078034	0	0	0	0	0	0	0	0	0	0	1.749014011	0	0	10.58188593	0	0	0	0	15.80853793	6.9400118860000015	0	12.74681719	0	0	2.112681242	0	17.607816600000003	0	0	0	0	0	0	0	24	0	0	0	0	8.2902692	0	0	0	0	11.8282716	0	9.410731979	13.85254327	0	0	14	0	0	0	0	0	0	0	25	0	13.47158619	9.523875028	0	9.701464175	0	0	8.766170012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.03331477	0	13.93343759	0	0	0
C00253_Nicotinate	171.97959319999995	62.63754849	80.54998452	70.63567890000002	833	158.9083213	106.5313353	348.9856787	100.3632949	0	287.9965325	150.05661809999995	0	802.7477774	0	0	0	981	0	0	1483	0	0	196	714	0	0	153.3870151	0	188.8842191	174.0026989	1173	0	0	645	0	656	0	0	0	93.25577667	0	1410	664	401	890	0	321	0	207.7579828	626	317	0	0	110.544917	0	0	64.74261612	0	1228	0	316.0585139	370.3744362	55.45342528	596	0	0	385	1432	688.0332569	269.5735264	1141	0	363	0	0	0	453	0	0	445	317	436.5585401000002	0	187	0	0	384.5993708	1670	1534	0	341	200.4427521	0	329.5944292	0
C00255_Riboflavin	0	6.87676529	25.85099183	0	0	41.46154687	93.63059403	59.96322446	67.08788809	0	80.72025502	0	0	79.7407077	111	82.57152829	0	97	0	177.3127084	0	75.23388516	64.46595491	52	99	0	0	98.88149582	0	0	0	117	0	9.642427864	124	66.56062069	0	51.76735694	105.7263583	0	42.18353543	67.99272436	108	98	90	96	181.131659	91	0	69.71233478	0	99	0	0	151.4313087	0	0	8.870761312	0	94	0	43.1615936	221.6833464	0	0	0	0	66	122	103.2593203	65.71566645	149	0	90	0	0	61	57	70.40012287	38.59934769	169	0	52.99528198	0	55	0	86.57745389	84.07740489	135	117	76.45609661	0	78.11752279	0	0	0
C00257_Gluconate	0	0	0	0	0	0	0	0	0	0	0	532.7267994	0	0	4794	0	0	0	0	0	0	0	0	0	0	0	0	0	457.8261592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.0138659	236.9392902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00258_Glycerate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481.3255806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2158	0	0	3225.553918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984.633612	0	0	2245	0	0	0	0	0	0	0	0	0	0
C00262_Hypoxanthine	98.20948984	0	13.99978988	5.811374944	2133	12.10965246	25.82968088	0	0	31.35869142	13.73854621	8.4182431	0	18.31159795	907	7.851585036	0	545	9.97750409	26.64746678	3783	10.77965755	0	38	92	11.3239555	245	12.46116241	0	0	6.496735658	392	7.937025127999999	0	1439	10.33175459	167	7.711742826	95.76238852	79.94151494	0	0	217	52	85	1624	6.9717588	0	10.91540267	15.415605800000002	390	24	5.094839906	16.93716718	9.817698334	7.698666185	8.960828931	0	9.179176862	853	0	17.48030915	43.73622335	12.44516315	28	0	0	68	1484	21.06310204	11.06794567	986	7.265216419	95	0	4.10123183	0	0	14.83934474	0	1021	1880	55.48000655	5.772792038	26	298	178.6833439	34.02914042	400	2002	16.9659368	22	37.44575141	10.94462691	8.684180465	6.010411787000001
C00263_Homoserine	113.7134479	155.8748761	46.3546123	54.77941051	74	43.45492593	47.12438811	202.5203695	46.96629023	17.66665799	25.6560354	22.52861901	195.1940653	42.94532315	0	28.48195514	0	118	97.57129851	14.03980152	105	41.70663994	65.22419253	33	0	69.14357165	39	31.08093085	236.4273041	33.64977481	59.83588051	0	47.5810888	34.54834943	153	82.73259287	69	29.1152787	50.58283664	0	28.56508302	72.6054795	0	0	197	0	29.99772530000001	0	59.05050064	45.48532047	67	0	80.74150291	99.60588349	34.10670551	177.7455405	29.12220797	50.82764241	44.19432670000001	0	52.80270868	29.46053279	58.17553737	48.52648304	0	49.86217624	39.09210749	0	0	87.47886056	87.65074646	207	60.27745687	0	0	15.21790043	31	0	81.69787392	29.506774	0	0	68.8565181	152.5438753	62	33	116.3831027	134.7033847	124	0	280.7507603	72	31.82131415	17.27086803	52.43587391	25.98009221
C00270_N-Acetylneuraminate	0	0	71.57174658	0	6819	0	0	0	41.78518458	86.2942593	0	0	113.681752	0	2181	22.24694725	245.1972937	230	0	0	1454	0	66.43329602	0	3336	0	0	0	223.7774695	0	118.8039063	0	152.3038658	51.78471432	3081	0	0	0	0	923.0229958999996	0	0	0	193	0	0	37.53143104	0	0	86.66333877	2519	0	154.6248974	122.9323648	0	53.9601549	0	37.03504804	0	3811	269.61069039999995	70.10254207	151.59912930000004	83.90001279	2547	72.37895929	176.3304775	0	5248	109.4395296	194.0536013	593	61.16542304	0	0	0	0	0	5370.488099	81.96304859	3206	650	532.5505901	0	30	1648	157.2569606	215.0464515	0	419	105.42561	0	66.5783341	30.41506720000001	0	0
